,title,content
283,Java开发工程师,精通Java语言/熟悉Java多线程/了解高性能应用的设计与编码及性能调优/精通SpringCloud/精通掌握SQL语法和关系数据开发/熟练使用/掌握缓存技术/熟悉敏捷开发模式
284,视觉软件工程师,熟练掌握/熟练掌握3D模型构建和点云处理/精通一种
285,Android开发工程师,掌握产品技术实现细节/精通android
286,MES系统软件工程师,熟悉LINUX操作系统
287,嵌入式软件开发工程师,掌握驱动程序开发流程
288,PHP开发工程师,精通现有PHP开源框架的/了解微服务/熟悉redis/熟悉消息队列
289,图像算法工程师,熟悉Python语言
290,数据库运维工程师,熟练掌握sql语言/熟悉oracle/熟悉WEBLOGIC
291,PHP开发工程师,精通PHP编程/熟练使用MySql/熟悉Http/了解Nginx
292,MCU软件工程师,精通MCU编程/熟悉汇编/熟悉单片机/掌握电子产品调试和测试方法
293,交互原型设计师,精通AS3脚本语言/精通HTML/熟练者
294,软件开发工程师,精通Perl语言/熟悉Oracle
295,MCU软硬件工程师,熟悉51/熟练使用C等语言开发系统应用程序/熟悉STM32系列/熟练运用
296,算法工程师,精通控制理论/了解并用运用强化学习算法进行决策
297,数据分析师,熟练使用图表及函数功能/了解基础的数据分析方法
298,Android开发工程师,精通java/精通Android/熟悉JSON格式/精通跟服务端进行数据交互框架
299,嵌入式软件工程师,熟练使用
300,SDK开发工程师,精通IO/精通I/熟悉IO/熟悉平台
301,资深工艺模型算法工程师,精通python编程/熟练掌握/熟练使用SQL/熟悉大数据
302,Web前端开发工程师,精通HTML/了解各项技术的相关标准/熟悉VUE.JS/熟练运用H5/精通HTML5/熟练运用HTML
303,嵌入式软件工程师,精通单片机/精通单片机及外围器件使用
304,软件研发工程师,熟练SQLServer/熟悉C
305,量化交易系统开发工程师,精通C++/熟悉数据结构和算法/熟悉Mysql
306,软件工程师,精通C语言编程/精通ARM/熟悉IAR
307,ADAS系统工程师,掌握整车原理及汽车总线CAN知识/了解汽车电器功能安全的
308,AI图像算法架构工程师,熟练使用
309,Java开发工程师,了解常见的设计模式/熟练掌握Spring/熟练使用常用的关系型数据库/掌握常见SQL的优化技巧/熟悉主流NoSQL/熟练HTML/熟悉Linux/熟练使用GIT/熟悉Tomcat
310,移动开发工程师,精通Java/熟悉移动端/熟悉C/熟悉Git
311,Android开发工程师,掌握移动平台前沿技术/精通Android开发平台的框架原理/熟悉Android应用开发流程/熟悉系统启动流程/熟悉android平台/熟悉Android平台软件配置管理/熟悉android软件编译机制/精通软件设计模式
312,实施工程师,熟练使用Visio/掌握Axure等系统原型设计软件
313,UI设计师,熟练掌握
314,微服务后端架构师,精通Java语言及J2EE平台特性/熟悉常用的设计模式和开源框架/熟悉TCP/熟悉MySQL/精通Redis/熟悉Docker/熟悉ELK/熟悉Linux常用命令
315,Java开发工程师,熟练应用Spring/熟悉Java/熟练使用HTML5/熟悉Vue.js/熟悉Mysql/熟悉C
316,Android开发工程师,熟悉Android各版本/熟悉Android系统/熟悉Android/熟悉Android/熟练使用
317,全栈工程师,精通前后端的开发经验/精通Linux的操作
318,微信小游戏开发工程师,熟练C/熟悉JavaScript/熟悉微信小程序
319,嵌入式软件工程师,熟练使用C语言编程/精通单片机/掌握常用数据结构和算法/熟练上位机软件开发流程和整体框架搭建/熟悉C/熟练使用IAR/熟练运用
320,QT开发工程师,熟练使用QT库进行开发/熟悉sql/熟悉C
321,C#软件工程师,熟悉C#/熟悉sql
322,前端开发工程师,熟练使用J/掌握面向对象编程思想/熟悉es6/掌握一种前端开发框架/掌握Vue/熟练使用前端自动化构建工具/了解一门服务端开发语言/熟悉网络/熟悉团队开发流程/熟练使用git
323,需求分析师,熟练使用Axure等主流原型设计工具/熟练使用
324,Android开发工程师,熟悉Android/熟悉Android/精通Java/熟悉Android/熟练运用设计模式
325,嵌入式Linux工程师,熟练使用C/熟悉Git/熟悉MCU架构及嵌入式系统/熟悉常用的通讯协议/熟悉Linux
326,webgis研发工程师,精通JavaScript/熟悉HTML5和CSS3/掌握js
327,软件工程师,熟练使用
328,PHP开发工程师,熟练掌握/熟悉Mysql管理及Sql性能调试/熟练ThinkPHP框架开发/精通JavaScript/熟悉Node.js
329,嵌入式软件工程师,熟练使用主流单片机系统的开发环境编程/熟练阅读和理解芯片手册/熟悉软件开发流程
330,Python开发工程师,熟练使用Linux/熟悉LNMP架构/熟练使用docker/熟练掌握python/了解常用的python框架对数据库
331,前端开发工程师,精通javascript/熟悉W3C标准/熟悉HTML5和CSS3/熟悉各种常用设计模式/熟练前后端分离
332,Java开发工程师,熟悉springcloud/熟悉mysql/熟悉非关系型数据库/熟悉linux/熟悉分布式系统的设计和应用/熟悉分布式/熟悉elasticsearch
333,iOS开发工程师,熟悉Xcode/掌握Objective-C语言的特性/熟练使用
334,前端开发工程师,熟练使用html5/熟练使用vue框架
335,开发工程师,了解软件的应用场景
336,iOS开发工程师,熟练掌握/掌握手机终端软件的调试和调优技能
337,Web前端开发工程师,熟练掌握HTML5/熟练掌握HTTP/熟练掌握二个以上工具类库/熟练掌握一个以上UI类前端框架/熟练掌握至少一种CSS预处理器/熟悉C
338,Android开发工程师,精通Java语言/熟悉JVM原理/熟练掌握并应用面向对象的编程思想/熟悉Android系统架构/熟悉移动网络通信机制/了解并探索业界技术动向
339,welink工程师,熟悉react/熟悉移动端开发
340,应用开发工程师,熟悉常用的开源框架/熟练使用/熟悉Mysql/熟练服务器环境部署和性能调优
341,ERP工程师,熟悉金蝶ERP系统/了解需求工程/了解JAVA开发/掌握流程管理方法论/熟悉项目管理
342,嵌入式软件开发工程师,熟悉嵌入式产品/熟练撰写软件开发相关文档/熟悉单片机/精通单片机C语言开发/熟悉ARM/熟练掌握
343,数据库运维工程师,熟练掌握oracle数据库体系架构/熟悉oracle/熟悉oracle数据库/熟悉oracle数据库
344,Web前端开发工程师,精通JavaScript/熟练使用HTML5/了解Java/熟悉敏捷开发
345,嵌入式软件工程师,熟练使用单片机各类接口/熟悉CAN总线
346,ERP实施工程师,熟悉计算机操作及相关网络技术
347,软件工程师,熟悉C语言
348,单片机工程师,熟悉TCP/了解Modbus
349,JAVA软件工程师,精通Java/精通HTML/熟悉大型数据库
350,软件开发工程师,熟悉Linux/熟悉串口
351,java工程师,精通Java/熟悉SQL语句
352,Web前端开发工程师,熟悉HTML5/掌握响应式网页设计技巧/熟悉jQuery/熟练使用Bootstrap框架/熟练使用各种Web前端技术/了解各主流浏览器特性
353,嵌入式软件开发工程师,熟练掌握C/熟悉数据结构/熟悉Linux系统
354,数据库开发工程师,熟悉oracle/精通oracle数据开发能力/熟悉mysql/熟悉mysql
355,Java工程师各阶段,精通JAVA/熟悉Spring/熟悉微服务开发/熟悉算法/熟练运用
356,C#软件工程师,了解C#语言
357,Java开发工程师,熟练掌握Java语言/熟悉面向对象分析和设计/熟悉OOP/掌握设计模式/熟练使用Spring/熟悉数据库应用和设计/熟练使用主流数据库
358,软件实施工程师,熟悉oracle
359,MES工程师,精通java语言/精通SQL/熟悉制造业
360,Linux开发工程师,熟悉Linux操作系统/熟悉Shell编程/熟悉Linux环境/熟悉Java语言/熟悉网络知识和网络协议
361,嵌入式软件工程师,熟练阅读和理解英文资料/精通C/掌握TCP/熟练掌握I2C
362,软件工程师,熟悉C#/熟悉JAVA/熟练使用C#或JAVA
363,UI设计师,熟练掌握各类设计软件
364,网络架构师,熟悉C/熟悉C/熟练的英语
365,后台开发工程师,熟悉laravel
366,Unity3d开发工程师,熟悉unity3D/熟悉C#/了解Unity3D引擎及常用插件经验/了解3D图形学/了解Shader的编程
367,Web前端开发工程师,熟悉http/了解前端性能优化和安全/了解浏览器的渲染过程/了解网络和浏览器原理
368,视觉开发工程师,熟练掌握机器视觉系统方案设计
369,仿真工程师,熟练使用可视化和建模工具/熟练使用/熟悉前端应用开发
370,MES工程师,熟悉MES系统基本概念和基本功能/了解MES的周边系统的基本功能
371,BI工程师,熟练掌握SQL语言/掌握python/熟悉hadoop
372,软件工程师,熟悉数据库编程/熟练运用MFC/精通C++/熟悉OpenCV
373,软件开发工程师,熟练应用/精通C
374,前端工程师,精通各种Web前端技术/熟练使用github进行代码管理/熟悉原生JS/熟悉JavaScript/了解作用域以及闭包的原理/熟练使用C/了解AngularJS框架
375,Web前端开发工程师,精通div+css代码构建/精通jQuery
376,视觉运动控制工程师,精通Halcon/精通C#/熟练使用雷赛
377,单片机软件工程师,了解客户需求/熟练掌握C语言编程/熟练使用万用表/熟练应用Keil
378,大数据工程师,熟悉大数据相关技术/熟悉Java语言/熟悉Hadoop/熟练使用两种以上数据抽取中间件
379,jave工程师,精通多线程/熟悉JVM/熟练掌握
380,系统工程师,熟悉SQL
381,前端开发工程师,精通至少一门mvvm框架/熟练掌握ES6/熟悉Node.js技术及生态/熟练使用npm
382,文创产品设计师,熟练使用平面和三维软件
383,H5前端开发工程师,熟练使用前端框架
384,后台开发工程师,熟悉Spring原理/熟悉数据结构和算法/熟悉Java多线程开发/熟练掌握SQL语句/熟练使用数据库/了解主流开源NoSQL系统/熟悉微信公众号/熟悉MQ/熟练使用Git
385,对日C#开发工程师,熟悉软件开发流程/熟练掌握oracle/熟练掌握C#/熟悉软件技术文档的编写
386,接口测试工程师,熟练使用JAVA/熟练使用J/熟练使用Mysql
387,Android开发工程师,熟练掌握Java/熟悉Android/了解Android底层技术架构/精通Android/熟悉常用的设计模式
388,Java架构师,熟悉JAVA/熟悉WebService
389,研发工程师,掌握C#/熟练掌握HTML/掌握jquery/熟悉OPC/熟悉SQL/掌握SQL语言/熟练使用SQL语言编写存储过程/熟悉软件开发过程
390,Python开发工程师,熟悉网络编程/熟悉多线程/熟练掌握MySQL/掌握Django/熟悉前后端分离/熟练掌握Linux平台/熟练常见软件和服务/熟悉linux操作系统/熟悉docker/熟悉AWS
391,实施工程师,精通SQL/熟悉一种主流数据库
392,Unity研发工程师,熟悉C#语言
393,PHP开发工程师,熟悉PHP面向对象的设计方法/熟练使用PHP常用MVC框架/精通PHP+MYSQL编程/熟练使用Java/熟悉主流开发框架/熟悉各种WEB缓存技术/熟悉大型网站架构
394,IT_开发工程师,熟悉制造业/熟悉ERP业务流程/熟悉Oracle
395,Nodejs工程师,熟练使用/熟练使用/精通分布式
396,对日软件工程师,熟练JAVA开发语言
397,前端开发工程师,熟练运用DIV+CSS/熟练使用Photoshop
398,PHP开发工程师,精通PHP/精通PHP缓存技术/精通php和mysql开发/精通数据库设计和性能优化/熟悉linux/了解基础的数据结构和算法
399,软件开发工程师,精通Web/熟悉IO/熟悉Spring/熟悉分布式/熟悉JSP/熟悉主流数据库MySql/熟悉Tomcat/掌握常用Linux指令/熟悉C#
400,软件工程师,熟悉TCP/熟练使用/熟练使用IAR
401,Java软件工程师,熟悉Windows/熟悉一种数据库
402,软件工程师,熟练使用C/熟练使用过运动控制卡/熟悉MFC/熟悉算法思想/了解常的数据结构和模式
403,嵌入式软件工程师,熟悉C/熟悉C/熟悉TCP/熟悉Linux
404,WEB后端工程师,熟悉面向对象/精通编程/了解架构的计算复杂度和性能
405,Java开发工程师,精通Java面向对象编程/熟练掌握SpringMvc/熟悉H5/熟练掌握MySQL
406,软件开发工程师,精通JAVA或.NET语言/掌握JS/熟悉至少一种常用数据库
407,机器视觉工程师,熟练使用C++/熟悉Windows操作系统
408,嵌入式软件工程师,熟练应用C/熟悉TCP/熟悉ARM架构
409,移动端开发工程师,精通JavaScript/熟悉Node.js开发/熟悉Reactjs/熟悉Redux框架/熟悉HTTP协议/熟悉Git
410,PHP开发工程师,精通OOP/熟练运用各种设计模式/精通各种入侵原理以及防范/熟悉Linux操作系统/熟悉MySQL
411,应用运维工程师,熟悉操作系统/熟练掌握Linux系统及命令/熟练掌握一门以上脚本语言/熟悉监控系统/熟悉持续集成/熟悉git/熟悉elasticsearch/熟悉MySQL/熟悉阿里云
412,嵌入式软件工程师,熟练的使用Linux操作系统/熟悉的/熟悉Linux/熟练的开发多进程或多线程程序/熟悉Linux/熟悉MQ/熟练使用Linux/熟悉Linux
413,UI设计师,精通PS/掌握JavaScript/熟练应用至少一种JS框架
414,Java开发工程师,熟悉SSH/熟悉oracle/熟悉sql语言/精通JAVA/熟练使用html/熟悉SVN/熟悉redis
415,PHP开发工程师,熟练掌握
416,CAD开发工程师,熟练掌握C#编程语言或JAVA开发/熟练使用AutoCAD/了解CAD二次开发相关知识
417,系统架构师,熟悉大数据/熟悉常用设计模式
418,PHP开发工程师,熟悉linux/了解常用命令及工具/熟练掌握MySQL数据库/熟练掌握thinkphp框架
419,Web前端开发工程师,精通JS/熟练编写各类组件/熟悉应用HTML/掌握技术框架和特性熟悉JS/熟练使用
420,Andriod开发工程师,精通Android体系界面交互的搭建
421,Java开发工程师,熟悉JAVA/掌握MySQL/熟悉网络编程
422,ERP工程师,熟悉ERP系统的管理和维护/熟悉ERP/了解企业管理和生产的业务流程
423,PHP开发工程师,熟悉LAMP/熟悉MVC开发框架/熟悉C/熟悉Nginx
424,PHP开发工程师,精通PHP语言/熟悉LAMP/熟悉MVC设计模式/熟练HTML/熟悉一种/熟悉网站性能优化/熟练掌握MySQL
425,PC软件工程师,熟练使用C#语言/熟练使用
426,双休高薪全栈工程师,熟悉后/精通Springboot
427,软件工程师,熟悉C#/熟悉TCP/熟悉PLC编程
428,Java大数据工程师,熟练运用Java语言完成数据的抽取/熟练使用Hadoop/熟悉Spark
429,Java开发工程师,熟悉JavaScript/了解面向对象程序设计/熟悉Java/熟练掌握java/熟练使用sql及sql性能优化/熟悉MySQL/掌握Linux/熟悉tomcat
430,嵌入式软件工程师,精通数据结构/熟练掌握C/熟悉Linux操作系统/熟悉TCP
431,对日软件开发工程师,掌握Java
432,Android开发工程师,精通Android/熟悉html/了解css/熟悉常用布局/熟悉Android下网络通信机制
433,对日软件开发工程师,掌握Java
434,Android开发工程师,精通Android/熟悉html/了解css/熟悉常用布局/熟悉Android下网络通信机制
435,Java架构师,精通Java/精通Java/精通基于Web的应用程序开发
436,Android开发工程师,精通Android开发平台及框架原理/熟练运用Android标准控件/熟悉Android下网络通信机制
